"","id","original_title","genres","release_date","revenue","budget","runtime","animation","comedy","family","adventure","fantasy","drama","romance","action","crime","thriller","history","mystery","music","horror","war","documentary","western","scifi"
"14501","37190","transylmania","[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]","2009-12-04",263941,"0",92,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"14502","31909","invadersfrommars","[{'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}]","1986-01-01",4884663,"12000000",100,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
"14534","24438","didyouhearaboutthemorgans","[{'id': 35, 'name': 'Comedy'}]","2009-12-17",85280250,"58000000",103,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14548","23947","nastyoldpeople","[{'id': 18, 'name': 'Drama'}]","2009-10-10",5300,"15000",84,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"14552","19995","avatar","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]","2009-12-10",2787965087,"237000000",162,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
"14553","10197","nine","[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]","2009-12-03",53825515,"80000000",112,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
"14557","22897","itscomplicated","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","2009-12-23",219103655,"85000000",121,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"14558","10528","sherlockholmes","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]","2009-12-23",524028679,"90000000",128,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
"14559","25196","crazyheart","[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]","2009-12-16",39462438,"7000000",112,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
"14563","23398","alvinandthechipmunksthesqueakquel","[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10402, 'name': 'Music'}]","2009-12-21",443140005,"75000000",88,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"14565","15772","‡ó‡Å‡‡Å","[{'id': 18, 'name': 'Drama'}]","2007-01-12",3.1e+07,"4700000",166,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"14570","25137","beyondareasonabledoubt","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]","2009-02-05",4388563,"25000000",105,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
"14574","40494","trapeze","[{'id': 18, 'name': 'Drama'}]","1956-05-30",14400000,"4000000",105,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"14596","25769","carriers","[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]","2009-09-04",5802422,"0",84,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
"14597","14159","aajanachle","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10769, 'name': 'Foreign'}]","2007-11-30",3800000,"0",146,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"14608","23963","pontypool","[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}]","2009-03-06",32000,"1500000",93,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
"14616","148077","lieksa","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","2007-09-14",435000,"1400000",90,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"14621","19901","daybreakers","[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]","2009-01-06",51416464,"20000000",98,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
"14626","28178","hachiadogstale","[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]","2009-06-13",47801389,"16000000",93,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"14631","25195","leapyear","[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]","2010-01-08",29922472,"19000000",100,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"14632","20504","thebookofeli","[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]","2010-01-14",157107755,"80000000",118,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
"14633","33613","luftslottetsomspr„ngdes","[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]","2009-11-27",43498108,"4000000",147,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
"14649","26820","myoneandonly","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","2009-08-21",2479538,"0",108,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"14672","18476","horsemen","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","2009-02-06",1017401,"20000000",90,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0
"14683","31175","soulkitchen","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]","2009-09-09",17872796,"5000000",99,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"14690","40229","thehouseonsororityrow","[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","1983-01-21",10604986,"425000",91,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"14699","17606","theotherman","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]","2008-12-25",1143856,"15000000",90,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
"14711","2395","ast„rixauxjeuxolympiques","[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","2008-01-13",132900000,"97250400",116,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"14733","20453","3idiots","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","2009-12-23",7e+07,"9000000",170,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"14741","22894","legion","[{'id': 27, 'name': 'Horror'}]","2010-01-21",67918658,"26000000",100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"14751","48609","afinemess","[{'id': 35, 'name': 'Comedy'}]","1986-08-08",6029824,"0",90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14754","21033","beautiful","[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","2009-04-27",56000,"1500000",97,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"14768","46336","foureyedmonsters","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]","2005-01-21",245000,"250000",71,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"14769","27569","extraordinarymeasures","[{'id': 18, 'name': 'Drama'}]","2010-01-21",15134293,"31000000",105,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"14772","8349","derrotebaron","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]","2008-03-29",40239,"18000000",120,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
"14775","33295","morethanagame","[{'id': 99, 'name': 'Documentary'}]","2008-09-06",887029,"0",105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"14778","13477","wheninrome","[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","2010-01-29",36699403,"0",91,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"14779","12201","edgeofdarkness","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","2010-01-29",74901339,"80000000",117,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0
"14787","99749","rampage","[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]","1987-09-01",796368,"0",97,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"14793","8952","iloveyouphillipmorris","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","2009-01-18",10652035,"13000000",98,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"14797","71825","mistress","[{'id': 35, 'name': 'Comedy'}]","1992-07-24",1102469,"0",110,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14799","98246","solntse","[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10769, 'name': 'Foreign'}]","2005-02-17",76,"0",110,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"14814","24469","fishtank","[{'id': 18, 'name': 'Drama'}]","2009-05-14",2357852,"3000000",123,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"14818","51022","rane","[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]","1998-05-27",150000,"10000",103,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"14823","32856","valentinesday","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","2010-02-10",216485654,"52000000",125,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"14826","11324","shutterisland","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]","2010-02-18",294804195,"80000000",138,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"14832","26715","bitchslap","[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]","2009-05-16",199436,"0",109,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
"14834","38448","ondine","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","2009-09-14",1644755,"12000000",111,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"14840","24253","flickansomlektemedelden","[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]","2009-09-18",66995253,"0",129,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0
"14842","32657","percyjacksontheolympiansthelightningthief","[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]","2010-02-01",226497209,"95000000",118,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"14843","23742","copout","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]","2010-02-26",55583804,"30000000",107,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"14846","11439","theghostwriter","[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]","2010-02-12",60222298,"45000000",128,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"14851","23172","thespynextdoor","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","2010-01-15",45236543,"28000000",94,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"14852","30128","ihopetheyservebeerinhell","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","2009-09-25",1429299,"7000000",106,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"14858","32124","dare","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","2009-11-13",18088,"0",100,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"14859","26428","agora","[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]","2009-05-17",39041505,"70000000",127,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"14861","12273","singhiskinng","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]","2008-01-01",2.5e+07,"14000000",135,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"14866","15357","banlieue13ultimatum","[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]","2009-02-18",8786375,"15000000",101,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"14873","29427","thecrazies","[{'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}]","2010-02-26",54956140,"20000000",101,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"14874","22971","dearjohn","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]","2010-02-04",114977104,"25000000",115,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"14875","45576","guitulieche","[{'id': 99, 'name': 'Documentary'}, {'id': 18, 'name': 'Drama'}]","2009-06-06",288,"0",85,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"14876","23023","toothfairy","[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]","2010-01-14",112462508,"48000000",101,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"14885","10664","rec‚","[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]","2009-09-15",18469680,"5600000",85,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"14892","26022","mynameiskhan","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","2010-02-12",42345360,"12000000",145,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"14893","12155","aliceinwonderland","[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]","2010-03-03",1025491110,"200000000",108,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"14895","22972","greenzone","[{'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","2010-03-11",94882889,"100000000",115,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
"14898","17277","thefalloftheromanempire","[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]","1964-03-24",4750000,"19000000",188,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
"14900","26389","frompariswithlove","[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]","2010-02-05",52826594,"52000000",92,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"14905","23488","doriangray","[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","2009-09-09",4706919,"0",112,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"14908","27583","greenberg","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","2010-03-26",6153967,"0",107,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"14910","26390","brooklynsfinest","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","2009-01-16",29536299,"17000000",133,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
"14911","34016","shesoutofmyleague","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","2010-03-11",49779728,"20000000",104,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"14912","25941","harrybrown","[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]","2009-11-11",10329747,"7300000",103,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
"14916","23169","rememberme","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","2010-03-12",56032889,"16000000",113,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"14927","44363","frozen","[{'id': 53, 'name': 'Thriller'}]","2010-02-05",3065860,"0",93,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"14943","34563","ourfamilywedding","[{'id': 35, 'name': 'Comedy'}]","2010-03-12",21409028,"14000000",103,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14944","27573","thebountyhunter","[{'id': 28, 'name': 'Action'}]","2010-03-16",1.36e+08,"40000000",110,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"14946","12834","leavesofgrass","[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","2009-09-13",985117,"9000000",104,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
"14947","31723","womenintrouble","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","2009-11-13",18097,"3000000",92,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"14948","24225","afghanstar","[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]","2009-06-26",101543,"0",87,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"14951","15483","ilcartaio","[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","2004-01-02",1479042,"2600000",103,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"14958","24973","theegyptian","[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]","1954-08-25",1.5e+07,"5000000",139,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"14963","16436","nordwand","[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}]","2008-10-23",927704,"0",126,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0
"14964","31867","repomen","[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]","2010-03-18",18409891,"32000000",111,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
"14969","28355","case39","[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","2009-08-13",2.9e+07,"27000000",109,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"14972","20027","delhi6","[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]","2009-02-20",8250000,"0",138,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"14973","36970","oceans","[{'id': 99, 'name': 'Documentary'}, {'id': 10751, 'name': 'Family'}]","2009-10-17",19406406,"0",84,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"14978","23048","hottubtimemachine","[{'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]","2010-03-26",64572262,"36000000",101,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"14979","28211","chloe","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]","2009-03-25",8459458,"15000000",96,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"14983","38687","fleshandthedevil","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","1926-12-25",658000,"373000",112,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"14984","30018","ÎàÎçî","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","2009-05-28",17112713,"5000000",128,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0
"14985","10191","howtotrainyourdragon","[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]","2010-03-05",494878759,"165000000",98,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"14992","28510","universalsoldierregeneration","[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]","2009-10-01",875386,"14000000",97,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
"15006","27936","micmacs„†tirelarigot","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]","2009-10-28",1.4e+07,"33000000",100,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"15007","18823","clashofthetitans","[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]","2010-04-01",232713139,"125000000",106,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"15013","34769","defendor","[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]","2009-09-12",44462,"3500000",101,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"15018","23483","kickass","[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]","2010-03-22",96188903,"28000000",117,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"15027","35056","datenight","[{'id': 35, 'name': 'Comedy'}]","2010-04-08",152263880,"55000000",97,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15032","36419","afterlife","[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","2010-04-09",3606395,"4500000",104,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
"15055","27586","therunaways","[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]","2010-03-19",2995811,"10000000",106,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"15070","26178","razorback","[{'id': 27, 'name': 'Horror'}]","1984-04-19",801000,"5500000",95,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"15075","22649","afarewelltoarms","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]","1932-12-08",25,"4",89,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"15079","47813","wakingsleepingbeauty","[{'id': 99, 'name': 'Documentary'}]","2009-09-05",80,"0",86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"15087","34803","deathatafuneral","[{'id': 35, 'name': 'Comedy'}]","2010-04-15",49050886,"21000000",92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15088","37861","valhallarising","[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]","2009-09-04",30638,"5641880",93,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"15090","33217","diaryofawimpykid","[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","2010-03-19",75700498,"15000000",92,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15111","38810","ÓöÔÖÓÔúÓÓÓÔÑÓÔÇ","[{'id': 18, 'name': 'Drama'}]","2009-06-01",110197,"0",94,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"15113","21345","Âçó‰Âçó‰","[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]","2009-04-22",10652498,"12000000",132,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
"15116","37857","donsplum","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]","2001-02-10",6297,"0",89,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"15127","34813","thelosers","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","2010-04-23",23580000,"25000000",97,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0
"15140","39452","exitthroughthegiftshop","[{'id': 99, 'name': 'Documentary'}]","2010-01-24",4790751,"0",87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"15152","32985","solomonkane","[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]","2009-09-16",7810000,"45000000",104,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
