"","id","original_title","genres","release_date","revenue","budget","runtime","animation","comedy","family","adventure","fantasy","drama","romance","action","crime","thriller","history","mystery","music","horror","war","documentary","western","scifi"
"3282","18890","werebackadinosaursstory","[{'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]","1993-11-24",9317021,"0",72,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3286","16535","titanic","[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}]","1953-04-11",4905000,"1805000",98,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"3290","462","erinbrockovich","[{'id': 18, 'name': 'Drama'}]","2000-03-17",256271286,"52000000",131,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3291","9532","finaldestination","[{'id': 27, 'name': 'Horror'}]","2000-03-16",53302314,"23000000",98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"3294","2383","lours","[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]","1988-10-21",138241022,"0",94,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3299","1541","thelmalouise","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 12, 'name': 'Adventure'}]","1991-05-24",45361000,"16000000",130,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
"3301","17443","andjusticeforall","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","1979-10-19",33300000,"0",119,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0
"3302","8469","animalhouse","[{'id': 35, 'name': 'Comedy'}]","1978-07-27",1.41e+08,"2700000",109,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3305","925","dotherightthing","[{'id': 18, 'name': 'Drama'}]","1989-06-30",37295445,"6500000",120,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3306","41823","mobetterblues","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","1990-08-03",16153593,"10000000",129,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"3307","1713","junglefever","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","1991-06-07",32482682,"14000000",132,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"3308","26170","coogansbluff","[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","1968-10-02",3110000,"0",93,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
"3311","13939","deathwish","[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","1974-07-24",2.2e+07,"3000000",93,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
"3312","14373","deathwish2","[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]","1982-02-20",4.5e+07,"2000000",88,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"3313","24873","deathwish3","[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","1985-11-01",16945171,"9000000",92,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
"3315","34746","deathwish5thefaceofdeath","[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","1994-01-14",1702394,"5000000",95,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
"3316","996","doubleindemnity","[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","1944-04-24",2500000,"927262",107,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"3318","1496","coolasice","[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]","1991-10-18",1193062,"6000000",91,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
"3319","1498","teenagemutantninjaturtles","[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","1990-03-30",2.02e+08,"13500000",93,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"3320","1497","teenagemutantninjaturtlesiithesecretoftheooze","[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","1991-03-22",7.8e+07,"25000000",88,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"3321","1499","teenagemutantninjaturtlesiii","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]","1993-03-17",4.2e+07,"21000000",96,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
"3322","1880","reddawn","[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","1984-08-10",38376497,"4200000",114,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"3323","33762","bandofthehand","[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]","1986-04-11",4865912,"8700000",109,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"3325","11690","bloodsport","[{'id': 28, 'name': 'Action'}]","1988-02-26",11806119,"1500000",92,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3326","29143","eyesoflauramars","[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","1978-08-02",2e+07,"7000000",104,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
"3329","801","goodmorningvietnam","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]","1987-12-23",123922370,"13000000",121,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"3332","1879","guesswhoscomingtodinner","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","1967-12-11",56666667,"4000000",108,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"3333","2085","romeomustdie","[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]","2000-03-20",91036760,"25000000",115,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"3335","16222","whateverittakes","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","2000-03-31",9902115,"15000000",94,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"3338","37722","wakingthedead","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","2000-03-23",327418,"8500000",105,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"3343","3082","moderntimes","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]","1936-02-05",8500000,"1",87,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3347","12187","heartandsouls","[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}]","1993-08-13",16589540,"0",104,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
"3348","24748","hud","[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]","1963-05-29",1e+07,"2500000",112,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"3349","990","thehustler","[{'id': 18, 'name': 'Drama'}]","1961-09-25",7600000,"2000000",134,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3352","840","closeencountersofthethirdkind","[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]","1977-11-16",303788635,"20000000",135,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"3357","2291","jacobsladder","[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}]","1990-11-02",25965144,"25000000",113,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
"3359","16620","labamba","[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]","1987-07-24",54215416,"6500000",108,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"3360","526","ladyhawke","[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]","1985-03-27",18432000,"20000000",121,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"3361","13346","lucas","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","1986-03-28",8200000,"6000000",108,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"3362","243","highfidelity","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10402, 'name': 'Music'}]","2000-03-17",47126295,"30000000",113,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
"3363","10501","theroadtoeldorado","[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","2000-03-31",76432727,"95000000",89,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3364","11478","theskulls","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","2000-03-31",35007180,"15000000",106,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
"3367","6644","eldorado","[{'id': 37, 'name': 'Western'}]","1966-12-17",6e+06,"4653000",120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3369","879","hook","[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","1991-12-11",300854823,"70000000",144,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3374","17529","truegrit","[{'id': 37, 'name': 'Western'}]","1969-06-11",14250000,"0",128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3375","40841","roadsideprophets","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","1992-03-27",157645,"0",96,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"3378","11327","midnightexpress","[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]","1978-09-12",3.5e+07,"2300000",121,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"3379","1700","misery","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","1990-11-28",61276872,"20000000",107,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"3380","54087","mrsaturdaynight","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]","1992-09-23",13300000,"43000000",119,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3381","34322","murphysromance","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","1985-12-25",30867525,"13000000",107,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3382","41659","mylife","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","1993-11-12",27484464,"0",114,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"3384","10774","network","[{'id': 18, 'name': 'Drama'}]","1976-11-01",23689877,"3800000",121,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3385","10083","nowayout","[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","1987-08-14",35509515,"15000000",114,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"3386","29786","northdallasforty","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","1979-08-03",26079312,"0",119,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3387","11356","theoddcouple","[{'id': 35, 'name': 'Comedy'}]","1968-02-07",44527234,"0",106,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3388","10747","theoutlawjoseywales","[{'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]","1976-06-30",31800000,"3700000",135,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"3389","38809","blackandwhite","[{'id': 18, 'name': 'Drama'}]","1999-09-04",5241315,"10000000",98,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3390","10559","frequency","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]","2000-04-28",68106245,"31000000",118,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
"3391","20697","readytorumble","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","2000-04-07",12372410,"24000000",107,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"3392","2621","returntome","[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","2000-04-07",36609995,"24000000",115,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"3393","10479","rulesofengagement","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]","2000-04-07",7.1e+07,"60000000",128,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
"3395","49721","memyselfi","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","2000-04-20",369975,"0",104,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3399","17339","force10fromnavarone","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10752, 'name': 'War'}, {'id': 53, 'name': 'Thriller'}]","1978-11-01",7230000,"5000000",118,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
"3404","13665","arthur","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","1981-07-17",95461682,"7000000",97,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"3405","12309","bachelorparty","[{'id': 35, 'name': 'Comedy'}]","1984-06-29",38435947,"6000000",105,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3406","1552","parenthood","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]","1989-07-31",126297830,"0",124,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3407","106","predator","[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]","1987-06-11",98235548,"18000000",107,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
"3408","10333","theprinceoftides","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","1991-12-25",74787599,"30000000",132,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"3414","1359","americanpsycho","[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]","2000-04-13",34266564,"7000000",102,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
"3415","4967","keepingthefaith","[{'id': 35, 'name': 'Comedy'}]","2000-04-14",37036004,"30000000",127,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3417","10557","eastiseast","[{'id': 35, 'name': 'Comedy'}]","1999-05-14",28200000,"3800000",97,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3420","46686","thirdworldcop","[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","1999-09-14",40717,"0",98,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"3429","11654","thehunger","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]","1983-04-29",5979292,"0",97,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
"3430","10518","marathonman","[{'id': 53, 'name': 'Thriller'}]","1976-10-05",21709020,"6500000",125,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3431","11977","caddyshack","[{'id': 35, 'name': 'Comedy'}]","1980-07-25",39846344,"6000000",98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3432","18041","gossip","[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","2000-04-21",5108820,"14000000",90,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"3433","14736","lovebasketball","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","2000-04-21",27728118,"20000000",124,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"3434","3536","u571","[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]","2000-04-20",127666415,"62000000",116,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
"3435","1443","thevirginsuicides","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","1999-04-21",10409377,"6000000",97,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"3436","10424","jennifereight","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]","1992-11-06",11390479,"20000000",124,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
"3443","889","theflintstonesinvivarockvegas","[{'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]","2000-04-28",59468275,"83000000",90,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"3444","10564","wheretheheartis","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","2000-04-27",33771174,"15000000",120,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"3445","15723","thebigkahuna","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","2000-04-28",3728888,"7000000",90,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3448","452","idioterne","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]","1998-04-28",7235,"2500000",117,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3451","39283","carnosaur","[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]","1993-05-21",1753979,"1000000",83,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"3456","5241","twomoonjunction","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","1988-04-29",1547397,"0",104,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"3457","98","gladiator","[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}]","2000-05-01",457640427,"103000000",155,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"3460","11129","humantraffic","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","1999-06-04",4e+06,"600000",99,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3461","94214","jailshospitalshiphop","[{'id': 18, 'name': 'Drama'}]","",10,"0",90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3463","1058","breathless","[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]","1983-05-13",19910002,"0",100,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
"3469","38925","thelordsofflatbush","[{'id': 18, 'name': 'Drama'}]","1974-05-01",4e+06,"160000",86,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3470","13105","mrmom","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]","1983-07-22",64783827,"0",91,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3472","5491","battlefieldearth","[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10752, 'name': 'War'}]","2000-05-10",21400000,"44000000",118,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"3473","10560","centerstage","[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]","2000-05-12",17200925,"18000000",115,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"3477","10688","hamlet","[{'id': 18, 'name': 'Drama'}]","2000-05-12",1568749,"2000000",112,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3487","5683","peeweesbigadventure","[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]","1985-07-26",40940662,"6000000",90,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3489","2094","roustabout","[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]","1964-11-11",3e+06,"0",101,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
"3494","10567","dinosaur","[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]","2000-05-19",354248063,"127500000",82,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3496","9285","roadtrip","[{'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]","2000-05-19",119754278,"16000000",93,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3498","21879","thehollywoodknights","[{'id': 35, 'name': 'Comedy'}]","1980-05-30",1e+07,"2500000",91,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3499","98502","themythoffingerprints","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]","1997-09-17",458815,"2000000",93,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3502","955","missionimpossibleii","[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","2000-05-24",546388105,"125000000",123,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"3503","8584","shanghainoon","[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 37, 'name': 'Western'}]","2000-05-26",56932305,"55000000",110,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"3508","962","thegoldrush","[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","1925-06-25",2500000,"923000",95,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3512","668","onhermajestyssecretservice","[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","1969-12-12",81974493,"6500000",142,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"3514","691","thespywholovedme","[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","1977-07-07",185438673,"14000000",125,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"3517","698","moonraker","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]","1979-06-26",210308099,"34000000",126,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
"3518","682","themanwiththegoldengun","[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","1974-12-01",97572000,"7000000",125,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"3525","9600","bigmommashouse","[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}]","2000-05-31",173959438,"30000000",98,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3528","2768","americangigolo","[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]","1980-02-08",22743674,"4800000",117,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
"3533","10911","thegunsofnavarone","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]","1961-04-27",28900000,"6000000",158,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"3547","6003","romeoandjuliet","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","1968-04-02",38901218,"0",138,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"3548","23939","staytuned","[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]","1992-08-14",10736401,"25000000",87,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3550","11072","blazingsaddles","[{'id': 37, 'name': 'Western'}, {'id': 35, 'name': 'Comedy'}]","1974-02-07",119500000,"2600000",93,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
