"","original_title","id","release_date","revenue","budget","runtime","animation","comedy","family","adventure","fantasy","drama","romance","action","crime","thriller","history","mystery","music","horror","war","documentary","western","scifi","Actor","Director","actorMovieCount","directorMovieCount","directorEarnings","domestic","quarter","success_1_to_1"
"2452","thegoodbyegirl",14741,1977-11-30,1.02e+08,24078133.8007948,111,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"richarddreyfuss","herbertross",3,2,134446879,0,"4",1
"2453","thegooddoctor",65650,2011-01-01,5206,6e+06,93,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"orlandobloom","lancedaly",0,0,0,0,"1",0
"2454","thegoodnight",13501,2007-01-25,20380,1.5e+07,93,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,"penÈlopecruz","jakepaltrow",3,0,0,1,"1",0
"2455","thegoodson",9272,1993-09-24,44456478,1.7e+07,87,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,"macaulayculkin","josephruben",0,1,35431113,0,"3",1
"2456","thegoonies",9340,1985-06-06,61503218,1.9e+07,114,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"seanastin","richarddonner",1,5,616873399,0,"2",1
"2457","thegraduate",37247,1967-12-21,104945305,3e+06,106,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"dustinhoffman","mikenichols",7,3,340118986,0,"4",1
"2458","thegreatdictator",914,1940-10-15,1.1e+07,2e+06,125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"charliechaplin","charliechaplin",0,1,2e+06,0,"4",1
"2459","thegreatestgameeverplayed",15487,2005-09-30,15431177,2.5e+07,120,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"shialabeouf","billpaxton",1,0,0,1,"3",0
"2460","thegreatestmovieeversold",58492,2011-04-22,621951,24078133.8007948,87,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"morganspurlock","morganspurlock",0,0,0,0,"2",0
"2461","thegreatestshowonearth",27191,1952-01-10,3.6e+07,4e+06,152,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,"bettyhutton","cecilbdemille",0,0,0,1,"1",1
"2462","thegreateststoryevertold",2428,1965-02-15,15473333,2e+07,199,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"maxvonsydow","georgestevens",0,0,0,1,"1",0
"2463","thegreatmousedetective",9994,1986-07-02,38625550,1.4e+07,74,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"barrieingham","ronclements",0,1,643034466,0,"3",1
"2464","thegreatrace",11575,1965-07-01,25333333,1.2e+07,160,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"jacklemmon","blakeedwards",2,7,180082886,0,"3",1
"2465","thegreenberets",22377,1968-07-04,1.1e+07,7e+06,142,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"johnwayne","johnwayne",1,0,0,0,"3",1
"2466","thegreenhornet",40805,2011-01-12,227817248,1.2e+08,119,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"sethrogen","michelgondry",2,0,0,1,"1",1
"2467","thegreeninferno",171424,2014-09-04,6833445,5e+06,100,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,"lorenzaizzo","eliroth",0,0,0,1,"3",1
"2468","thegrifters",18129,1990-09-14,13446769,24078133.8007948,110,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"anjelicahuston","stephenfrears",0,3,104993007,0,"3",0
"2469","theguardian",32043,1990-04-27,17037887,24078133.8007948,92,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,"jennyseagrove","williamfriedkin",0,2,44085618,1,"2",0
"2470","theguninbettyloushandbag",47898,1992-08-21,3721911,1.3e+07,89,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"penelopeannmiller","allanmoyle",0,0,0,0,"3",0
"2471","thehandthatrocksthecradle",11087,1992-01-10,88036683,11700000,110,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"annabellasciorra","curtishanson",0,2,298073883,0,"1",1
"2472","thehatefuleight",273248,2015-12-25,155760117,4.4e+07,167,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,"samuelljackson","quentintarantino",0,0,0,1,"4",1
"2473","theheat",136795,2013-06-27,158674180,4.3e+07,117,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"sandrabullock","paulfeig",0,2,464813728,1,"2",1
"2474","thehobbitanunexpectedjourney",49051,2012-11-26,1021103568,2.5e+08,169,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"ianmckellen","peterjackson",1,0,0,1,"4",1
"2475","thehomesman",264656,2014-05-18,3442853,1.6e+07,122,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"hilaryswank","tommyleejones",1,0,0,1,"2",0
"2476","thehorsewhisperer",547,1998-05-14,186883563,6e+07,170,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"robertredford","robertredford",3,1,19633027,1,"2",1
"2477","thehost",72710,2013-03-22,63327201,4.4e+07,125,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,"saoirseronan","andrewniccol",0,0,0,1,"1",1
"2478","thehotchick",11852,2002-12-13,35081550,24078133.8007948,104,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"robschneider","tombrady",1,0,0,0,"4",1
"2479","thehours",590,2002-12-27,41597830,2.5e+07,114,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"nicolekidman","stephendaldry",1,0,0,1,"4",1
"2480","thehouseofmirth",25520,2000-09-23,5164404,1e+07,140,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"gilliananderson","terencedavies",0,1,1864266,1,"3",0
"2481","thehouseofusher",74254,2007-09-11,1677,130000,80,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,"austinnichols","hayleycloake",0,0,0,0,"3",0
"2482","thehouseofyes",33344,1997-10-10,626057,1500000,85,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"parkerposey","markwaters",0,2,28206648,0,"4",0
"2483","thehunchbackofnotredame",10545,1996-06-21,100138851,1e+08,91,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"tomhulce","garytrousdale",0,1,186053725,1,"2",1
"2484","thehundredfootjourney",228194,2014-08-06,88880821,2.2e+07,122,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"helenmirren","lassehallstrˆm",2,1,194647323,1,"3",1
"2485","thehunger",11654,1983-04-29,5979292,24078133.8007948,97,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,"catherinedeneuve","tonyscott",0,3,312718306,0,"2",0
"2486","thehunted",10632,2003-03-11,34234008,5.5e+07,94,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,"tommyleejones","williamfriedkin",1,0,0,1,"1",0
"2487","thehuntingground",319091,2015-02-27,411115,24078133.8007948,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"andreapino","kirbydick",0,0,0,0,"1",0
"2488","thehurricane",10400,1999-09-17,73956241,5e+07,146,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"denzelwashington","normanjewison",3,0,0,1,"3",1
"2489","thehustler",990,1961-09-25,7600000,2e+06,134,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"paulnewman","robertrossen",6,0,0,1,"3",1
"2490","theiceman",68812,2012-09-01,1969193,2e+07,105,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,"michaelshannon","arielvromen",1,0,0,1,"3",0
"2491","theimpostors",28134,1998-05-18,2197921,24078133.8007948,101,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"oliverplatt","stanleytucci",0,0,0,0,"2",0
"2492","theincredibleburtwonderstone",124459,2013-03-14,27437881,3e+07,100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"stevecarell","donscardino",2,0,0,1,"1",0
"2493","theincrowd",36047,2000-07-19,5217498,1.5e+07,105,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"susanward","marylambert",0,0,0,1,"3",0
"2494","theinkwell",59930,1994-04-22,8880705,24078133.8007948,110,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"larenztate","mattyrich",0,0,0,1,"2",0
"2495","theinsider",9008,1999-10-28,60289912,9e+07,157,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"alpacino","michaelmann",2,2,105466765,1,"4",0
"2496","theinternational",4959,2009-02-03,60161391,5e+07,118,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,"cliveowen","tomtykwer",3,1,4212494,1,"1",1
"2497","theinternetsownboythestoryofaaronswartz",250658,2014-06-27,48911,24078133.8007948,105,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"aaronswartz","brianknappenberger",0,0,0,0,"2",0
"2498","theinternship",116741,2013-06-07,4.4e+07,5.8e+07,119,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"owenwilson","shawnlevy",2,1,41296320,1,"2",0
"2499","theinvisible",9785,2007-04-27,26810113,3e+07,102,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,"justinchatwin","davidsgoyer",0,0,0,0,"2",0
"2500","theirfinest",340101,2017-04-06,12173470,32745300,117,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,"gemmaarterton","lonescherfig",0,0,0,0,"2",0
"2501","theirongiant",10386,1999-08-06,23159305,7e+07,86,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"elimarienthal","bradbird",0,0,0,1,"3",0
"2502","theislandofdrmoreau",9306,1996-08-23,49627779,4e+07,96,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,"marlonbrando","johnfrankenheimer",0,1,32168970,1,"3",1
"2503","thejerk",6471,1979-12-14,73961419,24078133.8007948,94,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"stevemartin","carlreiner",5,1,18196170,0,"4",1
"2504","thejoneses",41479,2009-09-13,7022728,1e+07,96,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"davidduchovny","derrickborte",0,0,0,1,"3",0
"2505","thejourneyofnattygann",35144,1985-09-25,2135577,24078133.8007948,101,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"meredithsalenger","jeremykagan",0,0,0,0,"3",0
"2506","thejunglebook2",14873,2003-02-07,135680000,2e+07,72,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"johngoodman","stevetrenbirth",1,0,0,1,"1",1
"2507","thekaratekid",1885,1984-06-22,90815558,8e+06,126,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"ralphmacchio","johngavildsen",1,1,119946358,1,"2",1
"2509","thekid",10098,1921-01-21,2500000,250000,68,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"charliechaplin","charliechaplin",3,4,15519181,1,"1",1
"2510","thekidstaysinthepicture",29047,2002-01-18,1434436,40000,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"robertevans","nanetteburstein",0,0,0,0,"1",1
"2511","thekillingfields",625,1984-11-02,34700291,14400000,141,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,"samwaterston","rolandjoffÈ",0,3,42284351,1,"4",1
"2512","theladiesman",16888,2000-10-13,13700000,2.4e+07,84,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"timmeadows","reginaldhudlin",0,0,0,1,"4",0
"2513","thelady",77878,2011-11-30,3759582,24078133.8007948,135,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"michelleyeoh","lucbesson",0,2,216571117,0,"4",0
"2514","theladyinthevan",328589,2015-11-13,41387687,6e+06,104,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"maggiesmith","nicholashytner",0,0,0,1,"4",1
"2515","thelandbeforetime",12144,1988-11-18,84460846,12300000,69,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"gabrieldamon","donbluth",0,0,0,1,"4",1
"2516","thelastemperor",746,1987-10-21,43984230,2.3e+07,163,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"johnlone","bernardobertolucci",0,2,6933223,1,"4",1
"2517","thelastgodfather",70829,2010-12-29,16700000,13400000,100,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"harveykeitel","shimhyungrae",0,0,0,1,"4",1
"2518","thelastofthemohicans",9361,1992-09-25,75505856,4e+07,112,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,"danieldaylewis","michaelmann",3,4,353193495,1,"3",1
"2519","thelastpictureshow",25188,1971-10-03,29133000,1300000,118,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"timothybottoms","peterbogdanovich",0,1,2280148,0,"4",1
"2520","thelaststarfighter",11884,1984-07-13,28733290,1.5e+07,101,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"lanceguest","nickcastle",0,2,16292133,0,"3",1
"2521","thelasttemptationofchrist",11051,1988-08-12,8373585,7e+06,164,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"willemdafoe","martinscorsese",2,4,200888998,1,"3",1
"2522","thelastwave",72277,1977-01-01,1258000,810000,106,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,"richardchamberlain","peterweir",0,5,375771086,0,"1",1
"2523","thelazaruseffect",243940,2015-01-29,64110728,3300000,83,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"oliviawilde","davidgelb",0,0,0,1,"1",1
"2524","thelegendfongsaiyuk",17653,1993-03-04,3956913,24078133.8007948,106,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"jetli","coreyyuenkwai",3,0,0,0,"1",0
"2525","thelegendofbhagatsingh",31525,2002-06-07,6e+06,3e+06,155,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"ajaydevgn","rajkumarsantoshi",1,0,0,0,"2",1
"2526","thelegendofboggycreek",1842,1972-08-01,2.2e+07,1e+05,90,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,"vernstierman","charlesbpierce",0,0,0,0,"3",1
"2527","thelegendofsarila",233423,2013-02-22,1.5e+07,24078133.8007948,80,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"christopherplummer","nancyflorencesavard",1,0,0,0,"1",0
"2528","thelegendoftarzan",258489,2016-06-29,356743061,1.8e+08,109,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"alexanderskarsgÂrd","davidyates",0,0,0,1,"2",1
"2529","thelegendoftheloneranger",38665,1981-08-20,2945600,1.8e+07,98,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,"christopherlloyd","williamafraker",1,0,0,1,"3",0
"2530","theletters",218275,2015-12-04,1,1,114,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"rutgerhauer","williamriead",0,0,0,0,"4",0
"2531","thelifeofdavidgale",11615,2003-02-21,38955598,5e+07,130,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,"kevinspacey","alanparker",2,0,0,1,"1",0
"2532","thelimey",10388,1999-05-15,3193102,1e+07,89,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,"terencestamp","stevensoderbergh",1,5,424717864,1,"2",0
"2533","thelittleprince",309809,2015-07-29,97571250,6.4e+07,92,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"jeffbridges","markosborne",1,0,0,1,"3",1
"2534","thelittlerascals",10897,1994-08-05,67308282,24078133.8007948,82,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"bughall","penelopespheeris",0,1,32,0,"3",1
"2535","thelittlevampire",24100,2000-10-27,13555988,2.2e+07,95,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"richardegrant","uliedel",0,0,0,1,"4",0
"2536","thelmalouise",1541,1991-05-24,45361000,1.6e+07,130,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,"susansarandon","ridleyscott",2,5,1016521654,0,"2",1
"2537","thelocusts",75250,1997-10-03,10082,24078133.8007948,124,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"katecapshaw","johnpatrickkelley",0,0,0,0,"4",0
"2538","theloft",72784,2014-10-14,10076790,1.4e+07,108,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"karlurban","erikvanlooy",0,0,0,0,"4",0
"2539","theloneranger",57201,2013-07-03,89289910,2.55e+08,149,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"johnnydepp","goreverbinski",1,1,26559557,1,"3",0
"2540","thelongestride",228205,2015-04-09,63013281,3.4e+07,128,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"scotteastwood","georgetillman",0,0,0,1,"2",1
"2541","thelongestyard",4985,1974-08-21,43008075,2900000,121,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"burtreynolds","robertaldrich",3,0,0,1,"3",1
"2542","thelongkissgoodnight",11412,1996-10-11,89456761,6.5e+07,120,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,"geenadavis","rennyharlin",0,3,186892966,1,"4",1
"2543","thelordoftheringsthefellowshipofthering",120,2001-12-18,871368364,9.3e+07,178,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"elijahwood","peterjackson",2,1,1021103568,1,"4",1
"2544","thelordsofflatbush",38925,1974-05-01,4e+06,160000,86,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"perryking","martindavidson",0,2,20721526,0,"2",1
"2545","thelostboys",1547,1987-07-31,32222567,8500000,97,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"jasonpatric","joelschumacher",2,8,854095539,1,"3",1
"2546","thelostcity",9700,2005-09-03,4386236,9600000,144,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"andygarcÌa","andygarcÌa",0,0,0,1,"3",0
"2547","thelostworldjurassicpark",330,1997-05-23,229074524,7.3e+07,129,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"jeffgoldblum","stevenspielberg",0,4,891011965,1,"2",1
"2548","thelowdown",153141,2001-01-26,32395,24078133.8007948,96,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"aidangillen","jamiethraves",0,0,0,0,"1",0
"2549","themagnificentseven",966,1960-10-22,4905000,2e+06,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"yulbrynner","johnsturges",0,1,6330000,1,"4",1
"2550","themajestic",11086,2001-12-21,37317558,7.2e+07,152,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"jimcarrey","frankdarabont",1,0,0,1,"4",0
"2551","themaltesefalcon",963,1941-11-18,1e+06,375000,100,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,"humphreybogart","johnhuston",3,5,123676955,0,"4",1
"2552","themanfromsnowyriver",24266,1982-03-02,20659423,3500000,104,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,"tomburlinson","georgetmiller",0,0,0,1,"1",1
"2553","themanhattanproject",30194,1986-06-13,3900000,1.8e+07,118,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"johnlithgow","marshallbrickman",0,0,0,0,"2",0
"2554","themaninthemoon",17474,1991-09-30,2853801,24078133.8007948,99,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"reesewitherspoon","robertmulligan",4,0,0,0,"3",0
"2555","themanwhoknewtoolittle",9414,1997-11-14,13801755,2e+07,97,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"billmurray","jonamiel",2,2,286612663,1,"4",0
"2556","themanwholovedwomen",69928,1983-12-18,1.1e+07,1.9e+07,110,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"burtreynolds","blakeedwards",1,4,52384022,0,"4",0
"2557","themanwhoshotlibertyvalance",11697,1962-04-22,8e+06,3200000,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"johnwayne","johnford",3,1,6600000,1,"2",1
"2558","themanwithraininhisshoes",55912,1998-11-27,258464,24078133.8007948,91,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"lenaheadey","marÌaripoll",0,1,4574762,0,"4",0
"2559","themanwiththegoldengun",682,1974-12-01,97572000,7e+06,125,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"rogermoore","guyhamilton",2,4,38733902,1,"4",1
"2560","themaskofzorro",9342,1998-07-16,250288523,9.5e+07,136,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"antoniobanderas","martincampbell",3,1,215663859,1,"3",1
"2561","themaster",68722,2012-09-07,28258060,3.2e+07,137,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"joaquinphoenix","paulthomasanderson",2,0,0,1,"3",0
"2562","thematrixrevolutions",605,2003-11-05,424988211,1.5e+08,129,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,"keanureeves","lillywachowski",4,0,0,1,"4",1
"2563","themazerunner",198663,2014-09-10,348319861,3.4e+07,113,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,"dylanobrien","wesball",0,0,0,1,"3",1
"2564","themexican",6073,2001-03-01,147845033,5.7e+07,123,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,"bradpitt","goreverbinski",2,3,361574070,1,"1",1
"2565","theminusman",21719,1999-02-25,370668,24078133.8007948,111,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"owenwilson","hamptonfancher",4,0,0,0,"1",0
"2566","themirrorcrackd",6028,1980-09-19,1.1e+07,24078133.8007948,105,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,"angelalansbury","guyhamilton",0,2,20503902,0,"3",0
"2567","themisfits",11536,1961-01-01,8200000,4e+06,124,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,"clarkgable","johnhuston",0,3,111169955,1,"1",1
"2568","themission",11416,1986-09-29,17218023,24500000,126,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,"robertdeniro","rolandjoffÈ",11,2,25066328,0,"3",0
"2569","themodsquad",16379,1999-03-26,13260050,5e+07,92,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,"clairedanes","scottsilver",0,0,0,0,"1",0
"2570","themorningafter",31924,1986-12-25,25147055,24078133.8007948,102,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,"janefonda","sidneylumet",2,2,35081917,0,"4",1
"2571","themortalinstrumentscityofbones",123553,2013-08-21,90565421,6e+07,130,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,"lilycollins","haraldzwart",0,0,0,1,"3",1
"2572","themother",59210,2003-01-01,1062253,2500000,112,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"annereid","rogermichell",0,2,11112701,0,"1",0
"2573","themudgeboy",26899,2003-01-17,62852,8e+05,94,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"emilehirsch","michaelburke",0,0,0,1,"1",0
"2574","themuppetchristmascarol",10437,1992-12-10,27281507,24078133.8007948,85,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"michaelcaine","brianhenson",1,1,34327391,1,"4",1
"2575","themuppetmovie",11176,1979-05-31,76657000,24078133.8007948,97,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"jimhenson","jamesfrawley",1,0,0,1,"2",1
"2576","themythoffingerprints",98502,1997-09-17,458815,2e+06,93,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"blythedanner","bartfreundlich",0,0,0,0,"3",0
"2577","thenakedgun33‚Öìthefinalinsult",36593,1994-03-18,51132598,3e+07,83,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"leslienielsen","petersegal",0,2,155956618,0,"1",1
"2578","thenatural",11393,1984-05-11,47951979,2.8e+07,137,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"robertredford","barrylevinson",5,5,470186482,0,"2",1
"2579","theneondemon",301365,2016-06-08,1333124,7e+06,117,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"ellefanning","nicolaswindingrefn",1,0,0,1,"2",0
"2580","thenextbestthing",1831,2000-03-03,24362772,2.5e+07,108,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"madonna","johnschlesinger",0,0,0,1,"1",0
"2581","thenextkaratekid",11231,1994-07-18,15826984,1.2e+07,107,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"patmorita","christophercain",0,0,0,0,"3",1
"2582","theniceguys",290250,2016-05-15,62788218,5e+07,116,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"russellcrowe","shaneblack",0,0,0,1,"2",1
"2583","thenightmare",312827,2015-06-05,28281,24078133.8007948,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"kateangus","rodneyascher",0,0,0,0,"2",0
"2584","theninthgate",622,1999-08-24,58401898,3.8e+07,133,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,"johnnydepp","romanpolanski",5,1,120072577,1,"3",1
"2585","thenovemberman",254904,2014-08-27,32556119,1.5e+07,108,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"piercebrosnan","rogerdonaldson",0,0,0,1,"3",1
"2586","thenutcracker",73191,1993-11-24,2119994,1.9e+07,93,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"darcikistler","emileardolino",0,0,0,1,"4",0
"2587","thenutcrackertheuntoldstory",49852,2010-11-24,16178959,9e+07,110,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"ellefanning","andreikonchalovsky",4,0,0,0,"4",0
"2588","thenuttyprofessor",9327,1996-06-26,128769345,5.4e+07,95,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,"eddiemurphy","tomshadyac",6,0,0,1,"2",1
"2589","theoctagon",24825,1980-08-14,18971000,24078133.8007948,104,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"chucknorris","erickarson",7,0,0,0,"3",0
"2590","theomegacode",29064,1999-10-15,2400000,24078133.8007948,100,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"caspervandien","robertmarcarelli",0,0,0,1,"4",0
"2591","theoneandonly",47901,1978-02-03,16928137,24078133.8007948,97,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"henrywinkler","carlreiner",1,2,92157589,0,"1",0
"2592","theostermanweekend",12239,1983-10-14,6486797,24078133.8007948,103,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,"rutgerhauer","sampeckinpah",3,0,0,0,"4",0
