"","X","budget","runtime","comedy","family","adventure","drama","history","horror","documentary","actorMovieCount","directorMovieCount","domestic","newyearsday","presidentsday","christmaseve","newyearsdayobserved","DirectorEarnings","success_1_to_1"
"594",594,5.5e+07,119,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
"595",595,5.3e+07,116,0,0,0,1,0,0,0,6,1,1,0,0,0,0,143049560,1
"596",596,4500000,86,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"597",597,5e+06,97,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
"598",598,21150000,92,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"599",599,1.3e+07,95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"600",600,24078133.8007948,85,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"601",601,24078133.8007948,97,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"602",602,24078133.8007948,99,0,0,0,1,0,0,0,0,6,1,0,0,0,0,276482118,0
"603",603,10500000,97,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"604",604,24078133.8007948,106,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3028094,0
"605",605,250000,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"606",606,5e+05,86,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1
"607",607,24078133.8007948,72,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"608",608,24078133.8007948,98,0,0,0,1,0,0,0,1,1,0,0,0,0,0,4037782,0
"609",609,24078133.8007948,85,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"610",610,24078133.8007948,76,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"611",611,5e+06,125,1,0,0,1,0,0,0,1,1,0,0,0,1,0,22772019,1
"612",612,2.5e+07,85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"613",613,24078133.8007948,92,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"614",614,1.1e+07,104,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"615",615,3500000,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"616",616,6e+06,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"617",617,3e+06,99,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
"618",618,24078133.8007948,75,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"619",619,7e+05,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"620",620,7075038,140,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
"621",621,750000,107.440816326531,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4781454,0
"622",622,24078133.8007948,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"623",623,24078133.8007948,120,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"624",624,24078133.8007948,89,0,0,0,1,0,0,0,0,1,0,0,0,0,0,183640,0
"625",625,707503,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"626",626,4200000,132,0,0,0,0,0,1,0,2,2,0,1,0,0,1,78407056,1
"627",627,24078133.8007948,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"628",628,4500000,65,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"629",629,24078133.8007948,105,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"630",630,2800000,100,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"631",631,12823507,110,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"632",632,3e+06,100,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"633",633,5e+06,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"634",634,24078133.8007948,91,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"635",635,4e+06,72,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"636",636,24078133.8007948,107.440816326531,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"637",637,2e+06,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"638",638,5e+06,113,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2685000,0
"639",639,24078133.8007948,125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"640",640,2500000,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"641",641,5e+06,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"642",642,2e+06,93,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"643",643,24078133.8007948,104,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"644",644,24078133.8007948,113,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"645",645,6e+06,89,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"646",646,24078133.8007948,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"647",647,5e+07,96,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"648",648,24078133.8007948,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"649",649,24078133.8007948,111,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"650",650,6800000,107,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"651",651,12800000,140,0,0,0,1,0,0,0,0,2,1,0,0,0,0,3019034,1
"652",652,24078133.8007948,97,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"653",653,24078133.8007948,126,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"654",654,24078133.8007948,95,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0
"655",655,1.4e+07,119,0,0,0,1,0,0,0,1,4,1,0,0,0,0,118439776,1
"656",656,24078133.8007948,95,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10166459,0
"657",657,3500000,105,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"658",658,24078133.8007948,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"659",659,2.7e+07,100,0,0,0,0,0,0,0,0,1,1,0,0,0,0,150680864,1
"660",660,1.6e+07,96,0,0,0,0,0,0,0,9,2,0,0,0,0,0,503877190,1
"661",661,2.5e+07,113,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"662",662,1.4e+07,149,0,0,1,1,1,0,0,0,3,1,0,0,0,0,527127228,1
"663",663,24078133.8007948,110,1,0,0,0,0,0,0,0,2,0,0,0,0,0,135376292,1
"664",664,3e+06,100,1,0,0,0,0,0,1,0,2,1,0,0,0,0,237341588,1
"665",665,24078133.8007948,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"666",666,1e+07,138,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"667",667,24078133.8007948,87,1,0,1,0,0,0,0,1,1,0,0,0,0,0,467363,0
"668",668,7e+06,76,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
"669",669,2e+06,90,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"670",670,24078133.8007948,95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"671",671,24078133.8007948,74,0,0,0,1,0,0,0,0,1,0,0,0,0,0,30292,0
"672",672,24078133.8007948,118,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"673",673,1e+06,112,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"674",674,3e+06,94,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"675",675,1e+07,96,0,0,0,1,0,1,0,3,3,0,0,0,0,0,237055341,0
"676",676,1e+07,98,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"677",677,24078133.8007948,91,0,0,0,0,0,1,0,0,5,0,0,0,0,0,313227387,0
"678",678,24078133.8007948,118,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"679",679,24078133.8007948,89,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"680",680,24078133.8007948,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"681",681,1.3e+07,115,0,0,0,1,0,1,0,2,5,0,0,0,0,0,146153384,0
"682",682,2e+07,89,0,0,0,0,0,1,0,0,4,1,0,0,0,0,752153758,1
"683",683,24078133.8007948,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"684",684,9e+06,90,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"685",685,24078133.8007948,117,0,0,0,0,0,1,0,0,1,0,0,0,0,0,131183530,0
"686",686,24078133.8007948,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"687",687,2e+07,105,0,0,0,1,0,0,0,2,3,1,0,0,0,0,735179299,0
"688",688,4e+06,93,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,1
"689",689,4e+06,105,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
"690",690,24078133.8007948,123,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"691",691,24078133.8007948,96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"692",692,4090000,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"693",693,4e+06,99,1,0,0,0,0,0,0,0,4,0,0,0,0,0,187233400,0
"694",694,1.8e+07,96,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"695",695,2e+06,109,0,0,1,1,0,0,0,3,5,0,0,0,0,0,119406239,1
"696",696,24078133.8007948,101,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"697",697,24078133.8007948,111,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"698",698,24078133.8007948,99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"699",699,24078133.8007948,118,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"700",700,24078133.8007948,118,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"701",701,1e+07,101,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"702",702,24078133.8007948,106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"703",703,1e+07,109,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
"704",704,7e+06,104,0,0,0,0,0,0,0,4,11,1,0,0,0,0,829075438,1
"705",705,6500000,95,1,0,0,0,0,0,0,0,1,1,0,0,0,0,16136,0
"706",706,1400000,104,0,0,0,0,0,0,0,0,7,0,0,0,0,0,109014313,1
"707",707,7200000,120,0,0,1,0,0,0,0,5,6,1,0,0,0,0,298083738,1
"708",708,24078133.8007948,90,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
"709",709,2.1e+07,99,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"710",710,1.3e+07,94,1,0,0,0,0,0,0,2,1,1,0,0,0,0,15071,1
"711",711,4.7e+07,103,1,0,1,0,0,0,0,2,2,1,0,0,0,0,33088226,1
"712",712,2.8e+07,131,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1
"713",713,24078133.8007948,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"714",714,24078133.8007948,149,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"715",715,24078133.8007948,96,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"716",716,24078133.8007948,98,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"717",717,1.7e+07,98,1,0,0,1,0,0,0,0,1,0,0,0,0,0,8345056,0
"718",718,8e+05,100,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"719",719,1e+06,107,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"720",720,2.6e+07,158,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"721",721,2e+05,109,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"722",722,6e+06,100,0,0,0,1,0,0,0,0,2,0,0,0,0,0,233725144,1
"723",723,4e+06,102,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1
"724",724,24078133.8007948,110,1,0,0,0,0,0,0,2,2,0,0,0,0,0,63710046,1
"725",725,5.5e+07,123,0,0,0,1,0,0,0,5,3,1,0,0,0,0,232892462,1
"726",726,24078133.8007948,86,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6804016,0
"727",727,1.5e+07,84,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
"728",728,24078133.8007948,97,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"729",729,24078133.8007948,95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"730",730,2800000,135,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"731",731,1.5e+07,130,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"732",732,3e+06,73,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1
"733",733,24078133.8007948,110,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"734",734,24078133.8007948,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"735",735,1.8e+07,152,1,1,1,0,0,0,0,0,3,1,0,0,0,0,135881426,0
"736",736,1800000,125,0,0,0,1,0,0,0,10,4,0,0,0,0,0,81278025,1
"737",737,1e+07,130,1,0,1,0,0,0,0,8,1,1,0,0,0,0,1826705,1
"738",738,3.7e+07,113,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1
"739",739,2500000,104,0,0,0,1,0,0,0,1,2,0,0,0,0,0,20863124,0
"740",740,2.5e+07,97,1,0,0,1,0,0,0,8,0,1,0,0,0,0,0,0
"741",741,6e+06,113,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0
"742",742,2686000,109,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1
"743",743,24078133.8007948,89,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"744",744,9900000,88,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"745",745,24078133.8007948,96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"746",746,24078133.8007948,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"747",747,7e+05,103,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"748",748,1e+07,142,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"749",749,24078133.8007948,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"750",750,24078133.8007948,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"751",751,1.4e+07,103,1,0,0,0,0,0,0,5,1,0,0,0,0,0,9789900,1
"752",752,31192,89,1,0,0,1,0,0,0,0,3,1,0,0,0,0,3944427,0
"753",753,3.5e+07,101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"754",754,4e+07,128,0,0,0,0,0,1,0,2,1,0,0,0,0,0,58620973,1
"755",755,1.8e+07,108,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"756",756,1.4e+07,120,0,0,0,1,0,0,0,0,2,0,0,0,0,0,87433035,1
"757",757,24078133.8007948,88,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"758",758,24078133.8007948,101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"759",759,24078133.8007948,90,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"760",760,2e+06,92,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"761",761,6500000,105,0,0,0,0,0,1,0,4,6,1,0,0,0,0,575564583,1
"762",762,24078133.8007948,90,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0
"763",763,1.5e+07,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"764",764,1.6e+07,96,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"765",765,1800000,95,1,0,0,1,0,0,0,1,2,0,0,0,0,0,70606374,1
"766",766,2500000,100,0,0,0,1,0,0,0,1,3,0,0,0,0,0,257229971,1
"767",767,3500000,95,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"768",768,5e+06,115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"769",769,6e+06,107.440816326531,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"770",770,24078133.8007948,83,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"771",771,6e+06,144,0,0,0,0,0,0,0,0,2,1,0,0,0,0,24700000,1
"772",772,4e+07,89,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
"773",773,24078133.8007948,129,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
"774",774,722083,120,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"775",775,1e+06,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"776",776,24078133.8007948,111,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"777",777,336029,107.440816326531,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"778",778,24078133.8007948,90,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"779",779,2e+06,107,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"780",780,24078133.8007948,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"781",781,1.8e+07,110,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"782",782,1950000,93,1,0,0,0,0,0,0,2,1,0,0,0,0,0,5279982,1
"783",783,24078133.8007948,124,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"784",784,24078133.8007948,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"785",785,24078133.8007948,114,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"786",786,24078133.8007948,103,0,0,0,1,0,0,0,0,2,0,0,0,0,0,3638072,0
"787",787,3.1e+07,99,0,0,1,1,1,0,0,0,3,0,0,0,0,0,191927704,1
"788",788,3e+07,125,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0
"789",789,500,126,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"790",790,9500000,126,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
"791",791,24078133.8007948,98,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"792",792,24078133.8007948,130,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"793",793,24078133.8007948,92,0,0,0,0,0,0,0,4,3,0,0,0,0,0,124240052,0
"794",794,24078133.8007948,94,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"795",795,24078133.8007948,79,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"796",796,24078133.8007948,102,1,0,0,0,0,1,0,0,1,0,0,0,0,0,18814720,0
"797",797,1e+07,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"798",798,51500000,100,0,0,0,0,0,0,0,1,2,1,0,0,0,0,28800406,1
"799",799,3800000,97,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"800",800,24078133.8007948,108,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
"801",801,24078133.8007948,107,1,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0
"802",802,9e+05,95,0,0,0,0,0,0,0,8,2,0,0,0,0,0,54282892,1
"803",803,24078133.8007948,95,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0
"804",804,24078133.8007948,90,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1
"805",805,24078133.8007948,131,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"806",806,24078133.8007948,89,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"807",807,2e+07,105,0,0,0,1,0,0,0,12,6,1,0,0,0,0,1275908017,1
"808",808,1.8e+07,127,1,0,0,1,1,0,0,9,4,1,0,0,0,0,990020560,0
"809",809,24078133.8007948,112,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"810",810,5990000,145,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.3e+08,1
"811",811,4e+07,125,0,0,0,1,0,0,0,0,1,0,0,0,0,0,82703,0
"812",812,500,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"813",813,24078133.8007948,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"814",814,24078133.8007948,92,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"815",815,24078133.8007948,103,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"816",816,24078133.8007948,110,0,0,0,1,0,0,0,0,2,0,0,0,0,0,958724,0
"817",817,1.3e+07,112,0,0,0,1,0,0,0,2,1,0,0,0,0,0,3447633,1
"818",818,24078133.8007948,98,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"819",819,3e+06,81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"820",820,4500000,106,0,0,0,1,0,1,0,0,3,0,0,0,0,0,637292760,1
"821",821,3.2e+07,97,1,1,0,0,0,0,0,3,1,1,0,0,0,0,45967935,1
"822",822,5e+06,123,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"823",823,4e+06,96,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
"824",824,220000,81,0,0,0,0,0,0,0,0,12,1,0,0,0,0,854480883,1
"825",825,3e+06,146,0,0,0,1,0,0,0,1,1,1,0,0,0,0,22512655,1
"826",826,24078133.8007948,109,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1589807,0
"827",827,24078133.8007948,96,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"828",828,4e+06,90,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"829",829,3.5e+07,153,0,0,0,1,1,0,0,4,9,0,0,0,0,0,2736541669,0
"830",830,24078133.8007948,89,0,0,0,1,0,0,0,0,1,0,0,0,0,0,254700832,0
"831",831,24078133.8007948,91,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"832",832,24078133.8007948,116,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"833",833,5000,139,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
"834",834,24078133.8007948,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"835",835,1.6e+07,101,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"836",836,24078133.8007948,92,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"837",837,3196621,116,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"838",838,24078133.8007948,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"839",839,12516654,78,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"840",840,3e+06,92,1,1,0,0,0,0,0,1,1,0,0,0,0,0,28202109,1
"841",841,6e+06,95,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"842",842,24078133.8007948,98,0,0,0,1,0,0,0,1,1,0,0,0,0,0,64076736,0
"843",843,5e+07,97,0,0,1,0,0,0,0,4,1,1,0,0,0,0,14010832,0
"844",844,2500000,98,0,0,0,0,0,0,0,0,1,1,0,0,0,0,26518355,1
"845",845,1e+07,116,0,0,0,1,0,0,0,3,2,0,0,0,0,0,83716537,1
"846",846,24078133.8007948,97,0,1,1,0,0,0,0,0,2,0,0,0,0,0,21393000,0
"847",847,1.7e+07,120,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"848",848,2e+07,108,0,0,0,1,0,0,0,0,3,1,0,0,0,0,249060183,1
"849",849,24078133.8007948,96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"850",850,10500000,115,0,1,1,0,0,0,0,0,13,1,0,0,0,0,3267523293,1
"851",851,24078133.8007948,130,0,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0
"852",852,1e+07,116,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"853",853,24078133.8007948,118,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"854",854,5,110,1,0,1,0,0,0,0,13,1,0,0,0,0,0,6660333,1
"855",855,1.7e+07,91,0,0,0,0,0,1,0,1,1,1,0,0,0,0,157100845,1
"856",856,24078133.8007948,117,0,0,0,1,0,0,0,1,1,0,0,0,0,0,14393902,0
"857",857,1.1e+07,140,0,0,1,0,0,0,0,0,3,0,0,0,0,0,53689660,1
"858",858,24078133.8007948,113,1,0,0,0,0,0,0,0,6,0,0,0,0,0,717151651,0
"859",859,5e+07,101,0,0,0,0,0,0,0,0,1,1,0,0,0,0,12764201,1
"860",860,1.4e+07,118,0,0,0,0,0,1,0,0,4,1,0,0,0,0,88657097,1
"861",861,24078133.8007948,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"862",862,3.8e+07,118,0,0,0,1,0,0,0,1,1,1,0,0,0,0,238073,0
"863",863,1.3e+07,102,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"864",864,2500000,100,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"865",865,1e+05,111,0,0,0,1,0,0,0,0,3,1,0,0,0,0,135768655,1
"866",866,24078133.8007948,115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"867",867,6e+06,122,0,0,0,0,0,0,0,1,1,1,0,0,0,0,17436509,1
"868",868,2.2e+07,108,0,0,0,1,0,0,0,0,2,1,0,0,0,0,372344265,1
"869",869,5e+07,91,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"870",870,24078133.8007948,99,0,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0
"871",871,1.3e+07,91,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"872",872,3,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"873",873,24078133.8007948,134,0,0,0,1,0,0,0,0,5,1,0,0,0,0,83059611,0
"874",874,24078133.8007948,110,1,0,0,1,0,0,0,2,1,0,0,0,0,0,22886222,0
"875",875,2e+06,121,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"876",876,1.6e+07,142,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"877",877,24078133.8007948,83,0,0,0,0,0,0,1,0,1,0,0,0,0,0,507941,0
"878",878,24078133.8007948,95,1,1,0,0,0,0,0,2,2,0,0,0,0,0,3704619,0
"879",879,4e+05,96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"880",880,24078133.8007948,120,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"881",881,24078133.8007948,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"882",882,3849796,115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"883",883,18500000,118,1,0,1,1,0,0,0,6,1,1,0,0,0,0,770706,0
"884",884,4e+07,101,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
"885",885,9e+06,82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"886",886,3.5e+07,114,0,0,0,0,0,0,0,0,1,1,0,0,0,0,782102,0
"887",887,2.4e+07,139,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
"888",888,24078133.8007948,76,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"889",889,24078133.8007948,100,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"890",890,24078133.8007948,107,0,0,0,1,0,0,0,8,1,0,0,0,0,0,105232691,1
"891",891,2e+07,92,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"892",892,2.6e+07,90,0,0,0,0,0,1,0,0,2,1,0,0,0,0,196293597,1
"893",893,24078133.8007948,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"894",894,24078133.8007948,108,0,0,0,1,0,0,0,0,1,0,0,0,0,0,528972,0
