"","X","budget","runtime","comedy","family","adventure","drama","history","horror","documentary","actorMovieCount","directorMovieCount","domestic","newyearsday","presidentsday","christmaseve","newyearsdayobserved","DirectorEarnings","success_1_to_1"
"293",293,5e+07,99,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"294",294,6e+06,105,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1
"295",295,2400000,153,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"296",296,24078133.8007948,96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"297",297,1.9e+07,116,1,1,1,0,0,0,0,6,7,1,0,0,0,0,1759563585,1
"298",298,4e+07,118,1,1,1,0,0,0,0,3,5,1,0,0,0,0,1185232044,1
"299",299,4e+06,86,0,0,0,0,0,1,0,0,2,0,0,0,0,0,27515071,1
"300",300,1e+06,96,0,0,0,1,0,0,0,3,2,0,0,0,0,0,1656192,1
"301",301,2e+07,100,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"302",302,7e+06,80,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"303",303,3e+07,113,1,1,0,0,0,0,0,1,3,0,0,0,0,0,58925747,1
"304",304,2.6e+07,87,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"305",305,9500000,88,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
"306",306,19500000,150,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"307",307,3e+07,89,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"308",308,24078133.8007948,119,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"309",309,8700000,109,0,0,0,1,0,0,0,0,2,0,0,0,0,0,46117017,0
"310",310,24078133.8007948,90,1,0,0,0,0,0,0,0,2,0,0,0,0,0,23346257,0
"311",311,1.2e+07,102,1,0,0,1,0,0,0,3,3,1,0,0,0,0,349006563,1
"312",312,2e+07,112,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"313",313,24078133.8007948,76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"314",314,6e+06,90,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"315",315,24078133.8007948,96,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
"316",316,3e+06,100,1,0,0,1,0,0,0,5,2,0,0,0,0,0,72159278,1
"317",317,24078133.8007948,103,1,0,0,0,0,0,0,0,2,0,0,0,0,0,227673217,0
"318",318,24078133.8007948,105,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0
"319",319,1601792,96,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"320",320,24078133.8007948,75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"321",321,3500000,72,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"322",322,24078133.8007948,91,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"323",323,2e+06,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"324",324,2e+07,110,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"325",325,24078133.8007948,123,1,0,0,1,0,0,0,2,8,0,0,0,0,0,746766756,1
"326",326,24078133.8007948,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"327",327,2.5e+07,84,0,1,0,0,0,0,0,0,2,1,0,0,0,0,286192576,1
"328",328,24078133.8007948,102,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"329",329,1.4e+07,106,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1
"330",330,4.8e+07,93,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"331",331,2e+07,117,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"332",332,24078133.8007948,87,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"333",333,24078133.8007948,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"334",334,1.4e+07,104,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0
"335",335,1.5e+07,89,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"336",336,1.5e+07,92,1,0,0,0,0,0,0,1,7,1,0,0,0,0,1328908017,1
"337",337,24078133.8007948,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"338",338,2.2e+07,92,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"339",339,24078133.8007948,97,0,0,0,1,0,1,0,0,1,0,0,0,0,0,81705746,0
"340",340,3e+06,108,0,0,0,1,0,0,0,0,2,1,0,0,0,0,47749278,1
"341",341,2500000,105,0,0,0,1,0,0,0,2,7,1,0,0,0,0,225608765,1
"342",342,24078133.8007948,89,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"343",343,8e+06,104,1,0,0,1,0,0,0,0,1,1,0,0,0,0,13624522,1
"344",344,250000,97,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"345",345,2.3e+07,118,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"346",346,4881000,123,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"347",347,24078133.8007948,97,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"348",348,24078133.8007948,80,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"349",349,24078133.8007948,103,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"350",350,3e+06,95,0,0,1,0,0,0,0,0,2,1,0,0,0,0,58068000,1
"351",351,24078133.8007948,98,1,0,0,1,0,0,0,11,1,0,0,0,0,0,48585416,0
"352",352,6900000,115,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4971340,0
"353",353,2e+06,81,1,0,0,0,0,0,0,0,2,0,0,0,0,0,21604356,1
"354",354,1500000,90,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"355",355,24078133.8007948,95,0,0,0,1,0,0,0,1,1,0,0,0,0,0,39673161,0
"356",356,24078133.8007948,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"357",357,5e+06,91,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"358",358,2e+07,91,1,1,1,0,0,0,0,1,2,1,0,0,0,0,911183501,1
"359",359,24078133.8007948,93,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"360",360,1.5e+07,105,1,0,0,0,0,0,0,11,3,1,0,0,0,0,179775068,1
"361",361,1.8e+07,104,1,1,0,1,0,0,0,8,1,1,0,0,0,0,107458785,1
"362",362,1.5e+07,90,1,1,0,0,0,0,0,0,2,0,0,0,0,0,111912152,0
"363",363,34200000,93,1,0,0,1,0,0,0,6,3,1,0,0,0,0,537766036,1
"364",364,3e+07,98,1,0,0,0,0,0,0,3,4,1,0,0,0,0,1132493859,1
"365",365,24078133.8007948,87,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"366",366,24078133.8007948,86,1,1,0,0,0,0,0,0,1,0,0,0,0,0,34793160,0
"367",367,2.5e+07,99,1,0,1,0,0,0,0,6,4,1,0,0,0,0,83655158,0
"368",368,2.4e+07,110,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"369",369,5e+05,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"370",370,24078133.8007948,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"371",371,1e+07,89,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1
"372",372,24078133.8007948,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"373",373,2e+07,106,1,0,0,1,0,0,0,1,2,0,0,0,0,0,288434188,1
"374",374,1.2e+07,120,0,0,0,1,1,0,0,2,3,0,0,0,0,0,73559611,0
"375",375,24078133.8007948,150,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"376",376,5e+06,139,0,0,0,1,0,0,0,3,2,0,0,0,0,0,178474475,0
"377",377,1e+07,98,0,0,0,1,0,0,0,0,1,1,0,0,0,0,159429,0
"378",378,17500000,93,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"379",379,9e+06,121,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"380",380,7e+06,83,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"381",381,24078133.8007948,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"382",382,4.5e+07,120,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,1
"383",383,5.4e+07,117,0,0,0,0,0,1,0,1,2,0,0,0,0,0,482282728,1
"384",384,24078133.8007948,100,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"385",385,24078133.8007948,94,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"386",386,3.5e+07,112,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"387",387,24078133.8007948,117,0,0,0,1,0,0,0,0,4,0,0,0,0,0,114438976,0
"388",388,2600000,93,1,0,0,0,0,0,0,0,1,1,0,0,0,0,31672907,1
"389",389,6e+06,116,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"390",390,4e+07,117,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"391",391,1.8e+07,95,1,0,0,0,0,0,0,0,2,0,0,0,0,0,7032483,1
"392",392,24078133.8007948,99,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"393",393,24078133.8007948,86,0,0,0,0,0,0,0,2,2,0,0,0,0,0,234363304,0
"394",394,3400000,112,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"395",395,24078133.8007948,103,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"396",396,24500,67,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"397",397,24078133.8007948,88,0,0,0,1,0,0,0,0,6,0,0,0,0,0,474950849,0
"398",398,1500000,92,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,1
"399",399,24078133.8007948,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400",400,25500000,128,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0
"401",401,5e+07,110,0,0,0,1,0,0,0,2,10,1,0,0,0,0,1443092059,0
"402",402,24078133.8007948,91,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
"403",403,24078133.8007948,121,0,0,0,1,0,0,0,7,5,0,0,0,0,0,298995173,1
"404",404,1e+06,92,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"405",405,24078133.8007948,114,0,0,0,1,0,0,0,1,3,0,0,0,0,0,9636501,0
"406",406,2.5e+07,104,0,0,1,0,0,0,0,1,1,1,0,0,0,0,432274,1
"407",407,2e+06,83,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"408",408,1.8e+07,98,1,0,0,1,0,0,0,1,3,1,0,0,0,0,122183692,1
"409",409,24078133.8007948,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"410",410,2.8e+07,123,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"411",411,6e+06,120,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4160851,1
"412",412,1823152,137,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
"413",413,2e+07,94,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
"414",414,2500000,95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"415",415,130,130,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"416",416,24078133.8007948,113,0,0,0,1,0,0,0,1,2,0,0,0,0,0,100767436,0
"417",417,24078133.8007948,106,0,0,0,1,0,0,0,1,1,0,0,0,0,0,35402320,0
"418",418,1.3e+07,87,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1227324,0
"419",419,2500000,111,0,0,0,1,0,0,0,5,2,0,0,0,0,0,33972979,1
"420",420,24078133.8007948,75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"421",421,1.5e+07,155,0,0,0,1,0,0,0,2,2,1,0,0,0,0,76709863,1
"422",422,24078133.8007948,79,1,0,0,0,0,0,0,0,1,0,0,0,0,0,100,0
"423",423,1.2e+07,120,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"424",424,3347850,108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"425",425,350000,85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"426",426,1.4e+07,145,0,0,0,1,0,0,0,4,5,1,0,0,0,0,249632582,1
"427",427,7e+06,91,1,0,0,1,0,0,0,2,1,1,0,0,0,0,17096053,0
"428",428,5e+06,110,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"429",429,24078133.8007948,88,0,0,0,1,0,0,0,0,1,0,0,0,0,0,454516,0
"430",430,4500000,108,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"431",431,4e+06,120,0,0,0,0,0,0,1,1,2,1,0,0,0,0,136551026,1
"432",432,24078133.8007948,107,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"433",433,5e+05,88,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"434",434,1.6e+07,94,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
"435",435,2e+06,118,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,1
"436",436,24078133.8007948,74,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"437",437,2.1e+07,115,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"438",438,24078133.8007948,101,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6698361,0
"439",439,3e+06,104,1,0,0,0,0,1,0,0,3,0,0,0,0,0,1921831148,0
"440",440,7,82,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"441",441,3.6e+07,95,0,0,0,1,0,0,0,3,2,1,0,0,0,0,562666415,1
"442",442,2500000,110,1,0,0,1,0,0,0,2,9,0,0,0,0,0,216294326,1
"443",443,24078133.8007948,159,0,0,0,1,0,0,0,1,4,0,0,0,0,0,43058148,0
"444",444,24078133.8007948,90,1,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0
"445",445,1e+06,96,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"446",446,24078133.8007948,98,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2084628,0
"447",447,24078133.8007948,100,0,0,0,1,0,0,0,5,0,1,0,0,0,0,0,0
"448",448,2e+07,97,1,0,0,0,0,0,0,0,7,0,0,0,0,0,282221070,1
"449",449,2.8e+07,90,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"450",450,6400000,130,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"451",451,2.5e+07,89,1,0,0,0,0,1,0,0,1,1,0,0,0,0,114908830,1
"452",452,3e+07,89,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
"453",453,1e+06,119,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"454",454,2.8e+07,98,1,0,0,0,0,0,0,1,1,1,0,0,0,0,20298207,1
"455",455,24078133.8007948,105,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"456",456,24078133.8007948,102,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"457",457,8e+06,109,1,0,0,0,0,0,0,1,2,1,0,0,0,0,39395809,1
"458",458,24078133.8007948,89,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"459",459,7e+06,86,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"460",460,7e+06,108,1,0,0,0,0,0,0,9,5,0,0,0,0,0,133569976,1
"461",461,5e+06,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"462",462,2.5e+07,84,1,0,1,0,0,0,0,0,1,0,0,0,0,0,5923000,0
"463",463,3e+07,108,1,0,0,1,0,0,0,1,1,1,0,0,0,0,3885342,0
"464",464,24078133.8007948,101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"465",465,225000,86,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"466",466,6e+06,110,0,0,0,1,1,0,0,4,2,1,0,0,0,0,57712172,1
"467",467,1200000,85,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"468",468,11178,104,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"469",469,24078133.8007948,143,0,0,0,1,0,0,0,0,2,0,0,0,0,0,4341494,0
"470",470,1.3e+07,119,0,0,1,1,0,0,0,0,2,0,0,0,0,0,72516767,1
"471",471,24078133.8007948,133,0,0,1,0,0,0,0,0,1,0,0,0,0,0,228984,1
"472",472,3.8e+07,116,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
"473",473,7500000,91,1,0,0,0,0,0,0,7,1,0,0,0,0,0,21890845,1
"474",474,24078133.8007948,98,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"475",475,24078133.8007948,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"476",476,1500000,93,0,0,0,0,0,1,0,0,1,1,0,0,0,0,6833445,1
"477",477,24078133.8007948,103,1,0,0,0,0,0,0,1,1,0,0,0,0,0,74189677,0
"478",478,3e+07,96,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"479",479,1.3e+07,90,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"480",480,17500000,156,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"481",481,24078133.8007948,87,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"482",482,7e+06,87,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"483",483,8500000,95,1,1,1,1,0,0,0,0,2,0,0,0,0,0,1030505,0
"484",484,3512454,95,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"485",485,24078133.8007948,114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"486",486,24078133.8007948,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"487",487,1.1e+07,91,1,0,0,0,0,0,0,0,4,0,0,0,0,0,172835573,0
"488",488,24078133.8007948,108,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2015882,1
"489",489,1e+07,100,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
"490",490,2e+07,120,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"491",491,11180,120,0,0,0,1,0,0,0,0,1,1,0,0,0,0,306,1
"492",492,24078133.8007948,107,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"493",493,1300000,92,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"494",494,24078133.8007948,103,0,0,0,1,0,0,0,0,1,0,0,0,0,0,67872296,0
"495",495,1e+06,83,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"496",496,11800000,118,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"497",497,1800000,98,0,0,0,0,0,1,0,1,7,1,0,0,0,0,607463583,1
"498",498,878000,102,0,0,0,1,0,0,0,2,1,1,0,0,0,0,5638000,1
"499",499,12500000,108,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"500",500,5e+07,100,1,1,0,0,0,0,0,1,1,1,0,0,0,0,10011050,1
"501",501,24078133.8007948,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"502",502,22500000,113,0,0,0,1,1,0,0,4,4,0,0,0,0,0,491008563,0
"503",503,30000,87,0,0,0,0,0,0,1,0,3,0,0,0,0,0,228611248,1
"504",504,3e+06,108,0,0,0,1,0,0,0,2,2,1,0,0,0,0,32912655,1
"505",505,3.2e+07,75,1,1,0,0,0,0,0,0,1,1,0,0,0,0,169327687,0
"506",506,24078133.8007948,87,1,0,0,0,0,0,0,0,1,1,0,0,0,0,100654149,0
"507",507,24078133.8007948,98,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"508",508,5e+07,107,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"509",509,24078133.8007948,107,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"510",510,24078133.8007948,107.440816326531,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"511",511,8e+06,96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"512",512,5.5e+07,141,0,0,0,1,0,0,0,0,6,1,0,0,0,0,887812910,1
"513",513,24078133.8007948,87,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"514",514,4e+06,113,1,0,0,0,0,0,0,0,1,0,0,0,0,0,18600000,1
"515",515,24078133.8007948,121,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0
"516",516,24078133.8007948,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"517",517,24078133.8007948,99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"518",518,24078133.8007948,99,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"519",519,1.1e+07,114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"520",520,24078133.8007948,106,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"521",521,5e+07,137,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"522",522,24078133.8007948,119,0,0,0,1,0,0,0,0,1,0,0,0,0,0,15,1
"523",523,8e+05,93,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"524",524,9e+05,92,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"525",525,9e+06,87,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"526",526,1.3e+07,84,0,0,0,1,0,1,0,0,1,1,0,0,0,0,12974636,1
"527",527,24078133.8007948,90,0,0,0,1,0,0,0,0,3,0,0,0,0,0,3675661,0
"528",528,6e+06,130,0,0,0,1,0,0,0,8,4,1,0,0,0,0,197975230,1
"529",529,2.5e+07,100,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"530",530,3300000,130,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1663931,1
"531",531,2900000,74,0,1,0,0,0,0,0,0,2,1,0,0,0,0,138404651,1
"532",532,3e+06,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"533",533,24078133.8007948,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"534",534,24078133.8007948,107.440816326531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"535",535,24078133.8007948,114,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"536",536,839727,119,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2247465,1
"537",537,3e+06,104,1,0,0,1,0,0,0,1,2,0,0,0,0,0,123489468,0
"538",538,4e+07,108,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0
"539",539,2.5e+07,93,1,0,0,0,0,0,0,9,3,0,0,0,0,0,67411058,1
"540",540,1500000,87,1,0,0,1,0,0,0,1,2,0,0,0,0,0,1.3e+07,0
"541",541,2.7e+07,132,0,0,0,1,0,0,0,3,1,0,0,0,0,0,10382407,0
"542",542,2.7e+07,112,1,0,1,1,0,0,0,1,2,0,0,0,0,0,23693513,1
"543",543,130000,105,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"544",544,1.5e+07,118,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"545",545,5200000,99,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2275557,0
"546",546,24078133.8007948,124,0,0,0,1,0,0,0,3,1,0,0,0,0,0,44332015,0
"547",547,2.5e+07,128,0,0,0,1,0,0,0,1,4,0,0,0,0,0,15897198,0
"548",548,27563396,148,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"549",549,6600000,124,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"550",550,24078133.8007948,128,0,0,0,1,0,0,0,4,3,0,0,0,0,0,113431393,0
"551",551,24078133.8007948,87,0,0,0,0,0,0,0,10,2,1,0,0,0,0,17859154,1
"552",552,24078133.8007948,118,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"553",553,17500000,116,1,0,0,1,0,0,0,0,2,0,0,0,0,0,43955208,1
"554",554,2e+07,84,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"555",555,24078133.8007948,101,0,0,0,1,0,0,0,2,3,0,0,0,0,0,544308530,0
"556",556,24078133.8007948,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"557",557,24078133.8007948,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"558",558,24078133.8007948,118,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"559",559,24078133.8007948,109,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"560",560,24078133.8007948,117,0,0,0,1,0,0,0,0,1,0,0,0,0,0,312010,0
"561",561,7e+06,94,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"562",562,21500000,98,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"563",563,1.4e+07,120,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0
"564",564,6e+06,120,0,0,0,1,0,0,0,4,1,0,0,0,0,0,1596687,1
"565",565,850000,109,1,0,0,1,0,0,0,3,1,0,0,0,0,0,11300653,0
"566",566,24078133.8007948,82,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"567",567,3.9e+07,116,1,0,0,0,0,0,0,9,1,0,0,0,0,0,14051384,1
"568",568,1e+07,90,0,0,1,0,0,0,0,8,2,1,0,0,0,0,4735452,1
"569",569,24078133.8007948,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"570",570,1500000,156,0,0,0,1,0,0,0,2,1,0,0,0,0,0,2760000,1
"571",571,24078133.8007948,98,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"572",572,24078133.8007948,90,0,0,0,1,0,0,0,0,1,1,0,0,0,0,121461,0
"573",573,24078133.8007948,89,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"574",574,1.8e+07,103,0,0,1,0,0,0,0,9,0,1,0,0,0,0,0,1
"575",575,3e+07,113,1,0,0,1,0,0,0,2,1,1,1,0,0,0,41299492,1
"576",576,24078133.8007948,103,1,0,0,0,0,0,0,1,2,0,0,0,0,0,17618199,0
"577",577,24078133.8007948,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"578",578,450000,84,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"579",579,1.2e+07,110,1,0,0,1,0,0,0,1,1,0,0,0,0,0,6486797,1
"580",580,24078133.8007948,88,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"581",581,24078133.8007948,86,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"582",582,1.5e+07,104,0,0,0,1,0,0,0,2,1,1,0,0,0,0,70016220,1
"583",583,4e+07,77,0,0,0,0,0,0,0,3,1,1,0,0,0,0,296485719,1
"584",584,24078133.8007948,105,1,0,1,0,0,0,0,1,1,0,0,0,0,0,14110013,0
"585",585,1e+06,129,0,0,0,1,0,0,0,0,1,1,0,0,0,0,67790117,1
"586",586,1.3e+07,109,1,0,0,0,0,0,0,0,7,0,0,0,0,0,832065539,1
"587",587,2e+06,89,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"588",588,4.5e+07,100,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"589",589,1.3e+07,99,0,0,0,1,0,0,0,0,2,1,0,0,0,0,52274953,1
"590",590,24078133.8007948,136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"591",591,24078133.8007948,100,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"592",592,1.9e+07,104,1,0,0,1,0,0,0,3,9,0,0,0,0,0,363839747,0
"593",593,24078133.8007948,105,0,1,0,1,0,0,0,2,6,0,0,0,0,0,207830784,0
