"","id","release_date","revenue","budget","runtime","animation","comedy","family","adventure","fantasy","drama","romance","action","crime","thriller","history","mystery","music","horror","war","documentary","western","scifi","Actor","Director","actorMovieCount","directorMovieCount","directorEarnings","domestic","quarter","success_1_to_1","numOfHolidays","newyearsday","martinlutherkingjrday","valentinesday","presidentsday","goodfriday","mothersday","memorialday","fathersday","independenceday","laborday","columbusday","veteransday","thanksgivingday","christmaseve","christmasday","independencedayobserved","christmasdayobserved","newyearsdayobserved","christmaseveobserved","veteransdayobserved","related_holiday"
"1227",37530,"1987-05-14",7800000,24078133.8007948,88,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"aryegross","ethanwiley",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1228",2662,"2003-04-11",16829545,7e+06,89,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"sidhaig","robzombie",0,1,779820,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1229",26719,"1987-10-11",2585639,24078133.8007948,102,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,"lindsaycrouse","davidmamet",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1230",11059,"2003-04-11",13818181,7e+06,90,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,"jonathancherry","uweboll",0,1,10442808,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1231",18573,"1953-04-10",23800000,658000,90,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"vincentprice","andrédetoth",2,1,1400000,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1232",8293,"1992-03-13",25966555,24078133.8007948,140,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"vanessaredgrave","jamesivory",1,3,27493916,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1234",43266,"1941-10-28",6e+06,1250000,118,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"walterpidgeon","johnford",2,3,2e+07,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1235",425134,"2017-04-28",26251899,24078133.8007948,115,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"eugenioderbez","kenmarino",0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1236",28219,"2004-01-20",365248,24078133.8007948,108,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"mariovanpeebles","mariovanpeebles",1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1237",61198,"2011-05-13",40836,24078133.8007948,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"raykurzweil","markwexler",0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1238",11861,"1995-10-06",23574130,1e+07,116,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"winonaryder","jocelynmoorhouse",0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1239",57409,"2009-01-01",21878,24078133.8007948,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"joanbaez","brigitteberman",0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1241",11129,"1999-06-04",4e+06,6e+05,99,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"johnsimm","justinkerrigan",0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1242",283698,"2015-01-15",6921,24078133.8007948,109,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"adamdriver","saveriocostanzo",0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1243",32227,"1987-03-06",1749956,24078133.8007948,102,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"johnallennelson","lawrencebassoff",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1244",44497,"1996-07-19",127251,24078133.8007948,79,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"tonyward","brucelabruce",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1245",87504,"2012-12-07",8887603,24078133.8007948,94,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"billmurray","rogermichell",1,1,2225098,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1246",52445,"2007-03-22",1275162,24078133.8007948,122,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"jijinhee","yôichisai",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1247",54225,"2009-07-09",2484095,24078133.8007948,130,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"janghyuk","hurjinho",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1248",123377,"2012-09-05",3623330,103000,104,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"jominsoo","kimkiduk",0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"None"
"1249",8653,"2000-04-22",21075,50000,90,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"jungsuh","kimkiduk",1,3,10140436,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1250",25648,"2006-06-30",14742,24078133.8007948,97,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,"parkjiyeon","kimkiduk",0,1,3623330,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1251",290098,"2016-06-01",1983204,8575000,145,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,"kimminhee","parkchanwook",0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1252",10950,"2001-12-28",92542418,2.2e+07,132,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"seanpenn","jessienelson",2,1,42426912,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"None"
"1257",29458,"2000-08-31",1805884,24078133.8007948,114,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"luigilocascio","marcotulliogiordana",0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1258",284303,"2014-08-29",1178196,24078133.8007948,100,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,"eliasschwarz","severinfiala",0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"None"
"1259",374473,"2016-10-21",260354,24078133.8007948,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"davejohns","kenloach",0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1260",452,"1998-04-28",7235,2500000,117,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"bodiljørgensen","larsvontrier",0,3,43050913,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1261",14794,"1968-12-19",5e+05,24078133.8007948,111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"malcolmmcdowell","lindsayanderson",2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1262",3597,"1997-10-17",125586134,1.7e+07,100,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,"jenniferlovehewitt","jimgillespie",2,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1263",429,"1966-12-23",6e+06,1200000,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"eliwallach","sergioleone",0,1,5321508,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1264",8832,"2008-05-23",11260366,7275000,110,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"toniservillo","paolosorrentino",2,1,2e+06,0,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1265",153774,"2013-09-06",13983,24078133.8007948,94,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"manuelamartelli","aliciascherson",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1266",48992,"1994-10-14",1777020,24078133.8007948,104,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"laurenvélez","darnellmartin",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1267",147868,"2012-12-22",10703234,6843500,107.440816326531,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"diegoabatantuono","alessandrogenovesi",0,0,0,0,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,"None"
"1268",40353,"1989-01-01",151203,24078133.8007948,89,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"jennywright","tibortakács",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1269",34456,"1933-10-06",2850000,225000,87,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"maewest","wesleyruggles",0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1270",409502,"2016-10-21",2e+06,1500000,112,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"maseymclain","brianbaugh",0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1271",374617,"2016-08-19",35000,24078133.8007948,109,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,"danielradcliffe","danielragussis",0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1272",156268,"2013-03-22",228,24078133.8007948,84,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"robschneider","vinceoffer",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1273",241258,"2016-12-01",6341855,5e+06,91,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"aaroneckhart","bradpeyton",0,0,0,1,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1274",73686,"2011-09-02",5576725,24078133.8007948,145,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"robertwieckiewicz","agnieszkaholland",0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"None"
"1276",87,"1984-05-23",3.33e+08,2.8e+07,118,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"harrisonford","stevenspielberg",8,11,2905072374,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1278",11931,"2005-10-07",83073883,24078133.8007948,130,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"camerondiaz","curtishanson",1,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"None"
"1279",86829,"2013-10-06",32935319,1.1e+07,105,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"oscarisaac","joelcoen",0,0,0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1281",49018,"2010-09-13",97009150,1500000,103,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"patrickwilson","jameswan",2,2,638170149,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1282",280092,"2015-06-04",104303851,1e+07,97,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,"dermotmulroney","leighwhannell",0,0,0,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1283",320,"2002-05-24",113714830,4.6e+07,118,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,"alpacino","christophernolan",1,0,0,1,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1284",12475,"1994-08-12",28881266,24078133.8007948,91,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"paulyshore","danielpetrie",0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1286",52936,"1992-10-23",256249,24078133.8007948,93,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"stevebuscemi","alexandrerockwell",2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1287",11338,"1985-02-15",6700000,11400000,115,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"jeffgoldblum","johnlandis",3,2,302803685,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1288",216282,"2014-08-06",160602194,5e+07,89,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"richardarmitage","stevenquale",0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1289",11850,"1978-12-19",24046533,3500000,115,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,"donaldsutherland","philipkaufman",2,2,33006806,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1290",12723,"1997-04-04",5926128,24078133.8007948,110,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"joaquinphoenix","patoconnor",3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1292",10434,"1993-09-09",810455,24078133.8007948,144,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,"ottosander","wimwenders",0,2,1067838,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1293",79224,"2011-08-10",4.9e+07,8e+06,122,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,"parkhaeil","kimhanmin",0,1,112156811,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1294",282984,"2015-07-17",27391084,1.1e+07,95,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"joaquinphoenix","woodyallen",0,1,43763247,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1295",979,"2002-05-22",792,24078133.8007948,97,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,"monicabellucci","gasparnoé",0,1,249083,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1296",35010,"2008-01-31",3848034,24078133.8007948,102,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"junjihyun","chungyoonchul",0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1297",26890,"1996-05-01",1814290,24078133.8007948,103,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"lilitaylor","maryharron",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1298",12704,"1987-05-15",14375181,5.5e+07,107,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"warrenbeatty","elainemay",3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1299",134126,"2012-10-11",7339398,3500000,96,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"sojisub","sangyoonlim",0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"None"
"1300",43947,"2010-06-17",572809,2e+06,108,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"sarahbutler","stevenrmonroe",0,1,809,1,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1301",207768,"2013-08-25",809,24078133.8007948,106,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"jemmadallender","stevenrmonroe",0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1304",270303,"2015-02-04",14674076,2e+06,100,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"maikamonroe","davidrobertmitchell",0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1305",3078,"1934-02-22",4500000,325000,105,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"clarkgable","frankcapra",1,4,31677225,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1306",19797,"1998-04-10",344,24078133.8007948,90,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"alexisarquette","briansloan",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1308",1585,"1946-12-20",9644124,3180000,130,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"jamesstewart","frankcapra",3,1,5e+06,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1309",159230,"2012-11-15",1261947,24078133.8007948,107,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"songjihyo","baehyeongjun",0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1310",7095,"1996-08-09",58620973,4.5e+07,113,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"robinwilliams","francisfordcoppola",3,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1311",184,"1997-12-24",39673162,1.2e+07,154,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"pamgrier","quentintarantino",0,3,655840167,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1312",196859,"2001-07-26",43719,4e+05,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"jongries","michaelpolish",0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1314",21950,"1976-03-31",2300000,445000,84,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"yvettemimieux","michaelmiller",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1315",11863,"1995-10-13",9851610,5e+07,95,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,"davidcaruso","williamfriedkin",0,1,34234008,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1316",10539,"1996-04-12",28921264,3.8e+07,79,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"miriammargolyes","henryselick",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1317",9835,"1998-07-24",1.9e+07,1e+07,84,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"jaymohr","jimabrahams",0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1318",174751,"2016-01-01",1397284,2.5e+07,98,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,"natalieportman","gavinoconnor",0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1320",22067,"1994-09-28",20851521,7e+06,119,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,"allenpayne","dougmchenry",0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1321",18892,"1999-01-30",3076820,3e+06,87,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rosemcgowan","darrenstein",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1322",578,"1975-06-18",470654000,7e+06,124,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"royscheider","stevenspielberg",4,14,4060488619,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1323",579,"1978-06-16",187884007,2e+07,116,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"royscheider","jeannotszwarc",3,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1324",25512,"1998-04-22",13936,24078133.8007948,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"mathieudemy","olivierducastel",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1325",88794,"2011-11-09",84606030,3.5e+07,137,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,"leonardodicaprio","clinteastwood",0,2,305817046,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"None"
"1326",87729,"1995-03-31",2474000,1.4e+07,139,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"nicknolte","jamesivory",3,1,1782005,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1327",209451,"2014-06-05",67347013,4e+07,134,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"christopherwalken","clinteastwood",0,1,238470033,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1328",192133,"2013-09-07",340911,24078133.8007948,118,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"andrébenjamin","johnridley",0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1329",78527,"2007-10-26",108282,24078133.8007948,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"jimmycarter","jonathandemme",0,1,41325328,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1330",262958,"2014-05-30",2606000,24078133.8007948,106,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"barryward","kenloach",0,1,260354,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1331",299641,"2016-03-13",230069,2500000,84,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"mazjobrani","jonathankesselman",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1332",47854,"2010-09-01",48398,24078133.8007948,105,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,"donnieyen","andrewlau",2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1333",115782,"2013-08-16",35931410,1.2e+07,128,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"ashtonkutcher","joshuamichaelstern",0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1334",46691,"1970-07-15",19319254,106000,107,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"peterboyle","johngavildsen",0,4,249572412,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1335",14881,"1972-07-14",6330000,24078133.8007948,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"clinteastwood","johnsturges",19,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1336",11962,"1996-07-26",4619014,1.3e+07,78,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"jerryoconnell","johnpayson",2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1337",505,"1989-09-12",7237794,2e+07,94,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"mickeyrourke","walterhill",3,4,234249676,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1338",245891,"2014-10-22",88761661,2e+07,101,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"keanureeves","chadstahelski",1,1,171539887,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1339",324552,"2017-02-08",171539887,4e+07,122,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"keanureeves","chadstahelski",0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1340",131940,"2000-06-09",1.5e+07,6900000,162,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"shahrukhkhan","mansoorkhan",4,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1341",18323,"2002-04-19",1347988,24078133.8007948,91,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"tonygoldwyn","jonpurdy",0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"1342",25147,"1996-02-06",405000,7e+06,123,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"katewinslet","michaelwinterbottom",0,3,21454673,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
